municipio_id,year,urbana,rustica,bice_grupo_a,bice_grupo_b,bice_grupo_c,bice_grupo_d
49239,2007,0.6,0.3,0.6,0.6,0.6,0.6
49240,2007,0.5,0.3,0.6,1.3,0.6,0.6
49241,2007,0.56,0.3,0.6,0.6,0.6,0.6
49242,2007,0.5,0.4,0.6,0.6,0.6,0.6
49243,2007,0.56,0.65,0.6,0.6,0.6,0.6
49244,2007,0.4,0.3,0.6,0.6,0.6,0.6
49245,2007,0.5,0.3,0.6,0.6,0.6,0.6
49246,2007,0.46,0.65,0.6,0.6,0.6,0.6
49247,2007,0.4,0.3,0.6,1.3,0.6,0.6
49248,2007,0.4,0.4,0.6,0.6,0.6,0.6
49249,2007,0.4,0.8,0.6,0.6,0.6,0.6
49250,2007,0.64,0.52,0.6,0.6,0.6,0.6
49251,2007,0.4,0.4,0.6,0.6,0.6,0.6
49252,2007,0.4,0.5,0.6,0.6,0.6,0.6
49255,2007,0.6,0.8,0.6,0.6,0.6,0.6
49256,2007,0.4,0.3,0.6,0.6,0.6,0.6
49257,2007,0.4,0.3,0.6,0.6,0.6,0.6
49258,2007,0.45,0.5,0.6,0.6,0.6,0.6
49259,2007,0.65,0.4,0.6,0.6,0.6,0.6
49260,2007,0.7,0.6,0.6,0.6,0.6,0.6
49261,2007,0.45,0.4,0.6,0.6,0.6,0.6
49262,2007,0.4,0.3,0.6,1.3,0.6,0.6
49263,2007,0.8,0.7,0.6,0.6,0.6,0.6
49264,2007,0.4,0.3,0.6,1.3,0.6,0.6
49265,2007,0.4,0.3,0.6,0.6,0.6,0.6
49266,2007,0.5,0.4,0.6,0.6,0.6,0.6
49267,2007,0.4,0.5,0.6,0.6,0.6,0.6
49268,2007,0.4,0.5,0.6,0.6,0.6,0.6
49269,2007,0.4,0.3,0.6,1.3,0.6,0.6
49270,2007,0.4,0.6,0.6,0.6,0.6,0.6
49271,2007,0.4,0.3,0.6,0.6,0.6,0.6
49272,2007,0.4,0.65,0.6,0.6,0.6,0.6
49273,2007,0.4,0.3,0.6,0.6,0.6,0.6
49275,2007,0.59,0.31,0.6,0.6,0.6,0.6
50001,2007,0.4,0.3,0.6,0.6,0.6,0.6
50002,2007,0.7,0.7,0.6,0.6,0.6,0.6
50003,2007,0.6,0.65,0.6,0.6,0.6,0.6
50004,2007,0.84,0.67,0.77,0.77,0.77,0.77
50005,2007,0.5,0.5,0.6,0.6,0.6,0.6
50006,2007,0.65,0.55,0.6,0.6,0.6,0.6
50007,2007,0.7,0.6,0.6,0.6,0.6,0.6
50008,2007,0.7,0.7,1.15,1.15,1.15,1.15
50009,2007,0.4,0.3,0.6,0.6,0.6,0.6
50010,2007,0.5,0.7,0.6,0.6,0.6,0.6
50011,2007,0.525,0.75,1.3,1.3,1.3,1.3
50012,2007,0.75,0.6,0.6,0.6,0.6,0.6
50013,2007,0.4,0.6,0.6,0.6,0.6,0.6
50014,2007,0.4,0.8,0.6,0.6,0.6,0.6
50015,2007,0.4,0.5,0.6,0.6,0.6,0.6
50016,2007,0.4,0.3,0.6,0.6,0.6,0.6
50017,2007,0.47,0.55,0.6,0.6,0.6,0.6
50018,2007,0.66,0.79,0.64,0.64,0.64,0.64
50019,2007,0.57,0.5,0.6,0.6,0.6,0.6
50020,2007,0.65,0.65,0.6,0.6,0.6,0.6
50021,2007,0.5,0.7,0.6,0.6,0.6,0.6
50022,2007,0.5,0.65,0.6,0.6,0.6,0.6
50023,2007,0.7,0.6,0.6,0.6,0.6,0.6
50024,2007,0.56,0.6,0.5,0.5,0.5,0.5
50025,2007,0.61,0.87,0.6,0.6,0.6,0.6
50026,2007,0.55,0.65,0.6,0.6,0.6,0.6
50027,2007,0.85,0.65,0.6,0.6,0.6,0.6
50028,2007,0.85,0.65,0.6,0.6,0.6,0.6
50029,2007,0.5,0.4,0.6,0.6,0.6,0.6
50030,2007,0.5,0.5,0.6,0.6,0.6,0.6
50031,2007,0.6,0.38,0.6,0.6,0.6,0.6
50032,2007,0.5,0.5,0.6,0.6,0.6,0.6
50033,2007,0.8,0.63,0.6,0.6,0.6,0.6
50034,2007,0.62,0.56,0.85,0.88,0.88,0.88
50035,2007,0.6,0.6,0.6,0.6,0.6,0.6
50036,2007,0.7,0.65,0.6,0.6,0.6,0.6
50037,2007,0.4,0.3,0.6,0.6,0.6,0.6
50038,2007,0.62,0.67,0.6,0.6,0.6,0.6
50039,2007,0.5,0.8,0.6,0.6,0.6,0.6
50040,2007,0.4,0.3,0.6,0.6,0.6,0.6
50041,2007,0.62,0.44,0.6,0.6,0.6,0.6
50042,2007,0.4,0.3,0.6,0.6,0.6,0.6
50043,2007,0.45,0.54,0.54,0.54,0.54,0.54
50044,2007,0.4,0.3,0.6,0.6,0.6,0.6
50045,2007,0.65,0.65,0.6,0.6,0.6,0.6
50046,2007,0.55,0.75,0.6,0.6,0.6,0.6
50047,2007,0.4,0.3,0.6,0.6,0.6,0.6
50048,2007,0.56,0.6,0.6,0.6,0.6,0.6
50050,2007,0.4,0.6,0.6,0.6,0.6,0.6
50051,2007,0.66,0.71,0.6,0.6,0.6,0.6
50052,2007,0.6,0.65,0.6,0.6,0.6,0.6
50053,2007,0.49,0.54,0.6,0.6,0.6,0.6
50054,2007,0.4,0.65,0.6,0.6,0.6,0.6
50055,2007,0.89,0.81,0.92,0.92,0.92,0.92
50056,2007,0.6,0.6,0.6,0.6,0.6,0.6
50057,2007,0.5,0.44,0.6,0.6,0.6,0.6
50058,2007,0.4,0.3,0.6,0.6,0.6,0.6
50059,2007,0.4,0.3,0.6,0.6,0.6,0.6
50060,2007,0.85,0.65,0.6,0.6,0.6,0.6
50061,2007,0.5,0.7,0.6,0.6,0.6,0.6
50062,2007,0.4,0.45,0.6,0.6,0.6,0.6
50063,2007,0.65,0.6,0.6,0.6,0.6,0.6
50064,2007,0.7,0.7,0.6,0.6,0.6,0.6
50065,2007,0.4,0.5,0.6,0.6,0.6,0.6
50066,2007,0.5,0.57,0.6,0.6,0.6,0.6
50067,2007,0.53,0.55,0.6,0.6,0.6,0.6
50068,2007,0.501,0.318,0.6,0.6,0.6,0.6
50069,2007,0.6,0.45,0.6,0.6,0.6,0.6
50070,2007,0.7,0.8,0.6,0.6,0.6,0.6
50071,2007,0.6,0.5,0.6,0.6,0.6,0.6
50072,2007,0.5,0.6,0.6,0.6,0.6,0.6
50073,2007,0.55,0.55,0.6,0.6,0.6,0.6
50074,2007,0.78,0.85,1.3,1.3,1.3,1.3
50075,2007,0.4,0.3,0.6,0.6,0.6,0.6
50076,2007,0.4,0.6,0.6,0.6,0.6,0.6
50077,2007,0.6,0.65,0.6,0.6,0.6,0.6
50078,2007,0.75,0.7,0.6,0.6,0.6,0.6
50079,2007,0.4,0.6,0.6,0.6,0.6,0.6
50080,2007,0.4,0.3,0.6,0.6,0.6,0.6
50081,2007,0.52,0.39,0.6,0.6,0.6,0.6
50082,2007,0.6,0.4,0.6,0.6,0.6,0.6
50083,2007,0.4,0.3,0.6,0.6,0.6,0.6
50084,2007,0.4,0.3,0.6,0.6,0.6,0.6
50085,2007,0.4,0.4,0.6,0.6,0.6,0.6
50086,2007,0.4,0.5,0.6,0.6,0.6,0.6
50087,2007,0.75,0.75,1.3,1.3,1.3,1.3
50088,2007,0.87,0.72,0.82,0.82,0.82,0.82
50089,2007,0.7,0.6,1.3,1.3,1.3,1.3
50090,2007,0.4,0.3,0.6,0.6,0.6,0.6
50091,2007,0.56,0.6,0.6,0.6,0.6,0.6
50092,2007,0.41,0.31,1.3,1.3,1.3,1.3
50093,2007,0.4,0.3,0.6,0.6,0.6,0.6
50094,2007,0.55,0.6,0.6,0.6,0.6,0.6
50095,2007,0.618,0.577,0.618,0.618,0.618,0.618
50096,2007,0.4,0.3,0.6,0.6,0.6,0.6
50098,2007,0.7,0.45,0.6,0.6,0.6,0.6
50099,2007,0.768,0.789,0.6,0.6,0.6,0.6
50100,2007,0.56,0.65,0.6,0.6,0.6,0.6
50101,2007,0.61,0.89,1.03,1.03,1.03,1.03
50102,2007,0.69,0.49,0.6,0.6,0.6,0.6
50104,2007,0.4,0.8,0.6,0.6,0.6,0.6
50105,2007,0.88,0.83,1.3,1.3,1.3,1.3
50106,2007,0.6,0.5,0.6,0.6,0.6,0.6
50107,2007,0.5,0.3,0.6,0.6,0.6,0.6
50108,2007,0.4,0.3,0.6,0.6,0.6,0.6
50109,2007,0.6,0.6,0.6,0.6,0.6,0.6
50110,2007,0.65,0.55,0.6,0.6,0.6,0.6
50111,2007,0.65,0.475,0.6,0.6,0.6,0.6
50113,2007,0.59,0.65,0.6,0.6,0.6,0.6
50114,2007,0.4,0.8,0.6,0.6,0.6,0.6
50115,2007,0.6,0.65,0.6,0.6,0.6,0.6
50116,2007,0.6,0.6,0.6,0.6,0.6,0.6
50117,2007,0.57,0.6,0.6,0.6,0.6,0.6
50118,2007,0.8,0.8,0.6,0.6,0.6,0.6
50119,2007,0.51,1.11,1.3,1.3,1.3,1.3
50120,2007,0.4,0.3,0.6,0.6,0.6,0.6
50121,2007,0.5,0.5,0.6,0.6,0.6,0.6
50122,2007,0.4,0.5,0.6,0.6,0.6,0.6
50123,2007,0.65,0.65,0.65,0.65,0.65,0.65
50124,2007,0.65,0.8,0.6,0.6,0.6,0.6
50125,2007,0.65,0.75,1.3,1.3,1.3,1.3
50126,2007,0.5,0.4,0.6,0.6,0.6,0.6
50128,2007,0.62,0.3,0.6,0.6,0.6,0.6
50129,2007,0.7,0.8,0.9,0.9,0.9,0.9
50130,2007,0.6,0.6,0.6,0.6,0.6,0.6
50131,2007,0.45,0.55,0.6,0.6,0.6,0.6
50132,2007,0.6,0.511,0.6,0.6,0.6,0.6
50133,2007,0.4,0.65,0.6,0.6,0.6,0.6
50134,2007,0.4,0.3,0.6,0.6,0.6,0.6
50135,2007,0.75,0.7,0.6,0.6,0.6,0.6
50136,2007,0.5,0.8,0.6,0.6,0.6,0.6
50137,2007,0.45,0.6,0.6,0.6,0.6,0.6
50138,2007,0.4,0.35,0.6,0.6,0.6,0.6
50139,2007,0.4,0.65,0.6,0.6,0.6,0.6
50140,2007,0.6,0.5,0.6,0.6,0.6,0.6
50141,2007,0.5,0.4,0.6,0.6,0.6,0.6
50142,2007,0.62,0.44,0.6,0.6,0.6,0.6
50143,2007,0.66,0.56,0.5,0.5,0.5,0.5
50144,2007,0.62,0.44,0.6,0.6,0.6,0.6
50146,2007,0.6,0.5,0.6,0.6,0.6,0.6
50147,2007,0.47,0.64,0.6,0.6,0.6,0.6
50148,2007,0.56,0.8,0.6,0.6,0.6,0.6
50149,2007,0.4,0.3,0.6,0.6,0.6,0.6
50150,2007,0.6,0.65,0.6,0.6,0.6,0.6
50151,2007,0.53,0.87,0.6,0.6,0.6,0.6
50152,2007,0.49,0.53,0.49,0.49,0.49,0.49
50153,2007,0.52,0.75,1.3,1.3,1.3,1.3
50154,2007,0.4,0.3,0.6,0.6,0.6,0.6
50155,2007,0.4,0.3,0.6,0.6,0.6,0.6
50156,2007,0.85,0.65,0.6,0.6,0.6,0.6
50157,2007,0.8,0.6,0.6,0.6,0.6,0.6
50159,2007,0.6,0.6,0.6,0.6,0.6,0.6
50160,2007,0.49,0.97,0.6,0.6,0.6,0.6
50161,2007,0.61,0.6,0.6,0.6,0.6,0.6
50162,2007,0.4,0.45,0.6,0.6,0.6,0.6
50163,2007,0.65,0.7,1.3,1.3,1.3,1.3
50164,2007,0.5,0.9,0.6,0.6,0.6,0.6
50165,2007,0.55,0.4,1.3,1.3,1.3,1.3
50166,2007,0.4,0.5,0.6,0.6,0.6,0.6
50167,2007,0.6,0.8,0.6,0.6,0.6,0.6
50168,2007,0.6,0.65,0.6,0.6,0.6,0.6
50169,2007,0.45,0.4,1.3,1.3,1.3,1.3
50170,2007,0.55,0.45,0.6,0.6,0.6,0.6
50171,2007,0.495,0.715,0.6,0.6,0.6,0.6
50172,2007,0.5,0.4,0.6,0.6,0.6,0.6
50173,2007,0.6,0.6,1.3,1.3,1.3,1.3
50174,2007,0.4,0.5,0.6,0.6,0.6,0.6
50175,2007,0.4,0.3,1.3,1.3,1.3,1.3
50176,2007,0.7,0.45,0.6,0.6,0.6,0.6
50177,2007,0.55,0.5,0.6,0.6,0.6,0.6
50178,2007,0.6,0.6,0.6,0.6,0.6,0.6
50179,2007,0.4,0.65,0.6,0.6,0.6,0.6
50180,2007,0.6,0.55,0.6,0.6,0.6,0.6
50181,2007,0.58,0.45,0.6,0.6,0.6,0.6
50182,2007,0.6,0.3,1.3,1.3,1.3,1.3
50183,2007,0.56,0.8,0.6,0.6,0.6,0.6
50184,2007,0.63,0.6,0.6,0.6,0.6,0.6
50185,2007,0.45,0.6,0.6,0.6,0.6,0.6
50186,2007,0.62,0.44,0.6,0.6,0.6,0.6
50187,2007,0.4,0.45,0.6,0.6,0.6,0.6
50188,2007,0.4,0.35,0.6,0.6,0.6,0.6
50189,2007,0.65,0.85,1.3,1.3,1.3,1.3
50190,2007,0.95,0.7,0.6,0.6,0.6,0.6
50191,2007,0.643,0.671,0.6,0.6,0.6,0.6
50192,2007,0.7,0.75,1.3,1.3,1.3,1.3
50193,2007,0.7,0.55,1.3,1.3,1.3,1.3
50194,2007,0.7,0.5,0.6,0.6,0.6,0.6
50195,2007,0.4,0.3,0.6,0.6,0.6,0.6
50196,2007,0.4,0.3,0.6,0.6,0.6,0.6
50197,2007,0.66,0.65,0.6,0.6,0.6,0.6
50198,2007,0.4,0.35,0.6,0.6,0.6,0.6
50199,2007,0.75,0.6,0.6,0.6,0.6,0.6
50200,2007,0.71,0.63,0.63,0.63,0.63,0.63
50201,2007,0.6,0.65,0.6,0.6,0.6,0.6
50202,2007,0.65,0.6,0.6,0.6,0.6,0.6
50203,2007,0.6,0.8,1.3,1.3,1.3,1.3
50204,2007,0.55,0.5,1.3,1.3,1.3,1.3
50205,2007,0.8,0.8,0.6,0.6,0.6,0.6
50206,2007,0.6,0.7,0.6,0.6,0.6,0.6
50207,2007,0.5,0.4,0.6,0.6,0.6,0.6
50208,2007,0.5,0.65,0.5,0.5,0.5,0.5
50209,2007,0.55,0.55,0.65,0.65,0.65,0.65
50210,2007,0.6,0.3,0.6,0.6,0.6,0.6
50211,2007,0.5,0.6,0.6,0.6,0.6,0.6
50212,2007,0.467,0.694,0.6,0.6,0.6,0.6
50213,2007,0.4,0.65,0.6,0.6,0.6,0.6
50214,2007,0.4,0.3,0.6,0.6,0.6,0.6
50215,2007,0.4,0.65,0.6,0.6,0.6,0.6
50216,2007,0.45,0.5,0.6,0.6,0.6,0.6
50217,2007,0.7788,0.86,0.6,0.6,0.6,0.6
50218,2007,0.4,0.3,0.6,0.6,0.6,0.6
50219,2007,0.45,0.52,1.3,1.3,1.3,1.3
50220,2007,0.8,0.63,0.6,0.6,0.6,0.6
50221,2007,0.4,0.3,0.6,0.6,0.6,0.6
50222,2007,0.48,0.4,0.6,0.6,0.6,0.6
50223,2007,0.65,0.9,0.6,0.6,0.6,0.6
50224,2007,0.4,0.35,0.6,0.6,0.6,0.6
50225,2007,0.65,0.5,0.6,0.6,0.6,0.6
50227,2007,0.4,0.3,0.6,0.6,0.6,0.6
50228,2007,0.6,0.5,1.3,1.3,1.3,1.3
50229,2007,0.4,0.3,0.6,0.6,0.6,0.6
50230,2007,0.65,0.72,0.6,0.6,0.6,0.6
50231,2007,0.62,0.6,0.5,0.5,0.5,0.5
50232,2007,0.6,0.65,0.6,0.6,0.6,0.6
50233,2007,0.4,0.65,0.6,0.6,0.6,0.6
50234,2007,0.65,0.65,0.6,0.6,0.6,0.6
50235,2007,0.55,0.82,0.6,0.6,0.6,0.6
50236,2007,0.65,0.65,0.6,0.6,0.6,0.6
50237,2007,0.55,0.45,0.6,0.6,0.6,0.6
50238,2007,0.45,0.6,0.6,0.6,0.6,0.6
50239,2007,0.56,0.6,0.6,0.6,0.6,0.6
50240,2007,0.42,0.46,0.6,0.6,0.6,0.6
50241,2007,0.85,0.74,0.6,0.6,0.6,0.6
50242,2007,0.75,0.75,1.3,1.3,1.3,1.3
50243,2007,0.5,0.45,0.6,0.6,0.6,0.6
50244,2007,0.8,0.8,0.6,0.6,0.6,0.6
50245,2007,0.6,0.65,0.6,0.6,0.6,0.6
50246,2007,0.4,0.3,0.6,0.6,0.6,0.6
50247,2007,0.4,0.4,0.6,0.6,0.6,0.6
50248,2007,0.62,0.44,0.6,0.6,0.6,0.6
50249,2007,0.5,0.5,0.6,0.6,0.6,0.6
50250,2007,0.4,0.3,0.6,0.6,0.6,0.6
50251,2007,0.84,0.76,1.3,1.3,1.3,1.3
50252,2007,0.71,0.7,0.6,0.6,0.6,0.6
50253,2007,0.7,0.56,0.6,0.6,0.6,0.6
50254,2007,0.4,0.45,0.6,0.6,0.6,0.6
50255,2007,0.65,0.68,0.6,0.6,0.6,0.6
50256,2007,0.4,0.3,0.6,0.6,0.6,0.6
50257,2007,0.4,0.6,0.6,0.6,0.6,0.6
50258,2007,0.4,0.3,0.6,0.6,0.6,0.6
50259,2007,0.4,0.5,0.6,0.6,0.6,0.6
50260,2007,0.4,0.3,0.6,0.6,0.6,0.6
50261,2007,0.8,0.7,0.6,0.6,0.6,0.6
50262,2007,0.439,0.496,0.6,0.6,0.6,0.6
50263,2007,0.6,0.5,0.6,0.6,0.6,0.6
50264,2007,0.65,0.9,1,1,1,1
50265,2007,0.4,0.3,0.6,0.6,0.6,0.6
50266,2007,0.4,0.65,0.6,0.6,0.6,0.6
50267,2007,0.75,0.8,0.6,0.6,0.6,0.6
50268,2007,0.62,0.44,0.6,0.6,0.6,0.6
50269,2007,0.65,0.55,0.6,0.6,0.6,0.6
50270,2007,0.4,0.3,0.6,0.6,0.6,0.6
50271,2007,0.4,0.3,0.6,0.6,0.6,0.6
50272,2007,0.59,0.37,0.6,0.6,0.6,0.6
50273,2007,0.4,0.3,0.6,0.6,0.6,0.6
50274,2007,0.4,0.35,0.6,0.6,0.6,0.6
50275,2007,0.4,0.3,0.6,0.6,0.6,0.6
50276,2007,0.8,0.65,0.6,0.6,0.6,0.6
50277,2007,0.4,0.6,0.6,0.6,0.6,0.6
50278,2007,0.98,0.9,1.3,1.3,1.3,1.3
50279,2007,0.6,0.4,0.6,0.6,0.6,0.6
50280,2007,0.56,0.35,0.6,0.6,0.6,0.6
50281,2007,0.6,0.55,0.6,0.6,0.6,0.6
50282,2007,0.45,0.6,0.6,0.6,0.6,0.6
50283,2007,0.4,0.3,0.6,0.6,0.6,0.6
50284,2007,0.5,0.45,0.6,0.6,0.6,0.6
50285,2007,0.75,0.44,1.3,1.3,1.3,1.3
50286,2007,0.4,0.3,0.6,0.6,0.6,0.6
50287,2007,0.6,0.7,0.6,0.6,0.6,0.6
50288,2007,0.57,0.55,0.6,0.6,0.6,0.6
50289,2007,0.4,0.3,0.6,0.6,0.6,0.6
50290,2007,0.65,0.67,1,1,1,1
50291,2007,0.6,0.8,0.6,0.6,0.6,0.6
50292,2007,0.4,0.3,0.6,0.6,0.6,0.6
50293,2007,0.6,0.6,0.6,0.6,0.6,0.6
50294,2007,0.4,0.3,0.6,0.6,0.6,0.6
50295,2007,0.68,0.58,0.6,0.6,0.6,0.6
50296,2007,0.4,0.65,0.6,0.6,0.6,0.6
50297,2007,0.5433,0.7,0.6,0.6,1.3,0.6
50298,2007,0.6,0.43,0.6,0.6,0.6,0.6
50901,2007,0.55,0.6,0.6,0.6,0.6,0.6
50902,2007,0.65,0.45,0.6,0.6,0.6,0.6
50903,2007,0.619,0.461,1.3,1.3,1.3,1.3
51001,2007,0.49,0.49,0.6,0.49,0.6,0.49
52001,2007,1,0.8,0.6,0.6,0.6,0.6
2001,2008,0.58,0.9,0.6,0.6,0.6,0.6
2002,2008,0.4,0.65,0.6,0.6,0.6,0.6
2003,2008,0.47,0.737,0.6,0.6,0.6,0.6
2004,2008,0.4,0.6,0.6,0.6,0.6,0.6
2005,2008,0.4,0.65,0.6,0.6,0.6,0.6
2006,2008,0.4,0.8,0.6,0.6,0.6,0.6
2007,2008,0.4,0.4,0.6,0.6,0.6,0.6
2008,2008,0.5,0.9,0.6,0.6,0.6,0.6
2009,2008,0.925,0.9,1.3,0.6,0.6,0.6
2010,2008,0.47,0.62,0.6,0.6,0.6,0.6
2011,2008,0.4,0.6,0.6,0.6,0.6,0.6
2012,2008,0.4,0.72,1.3,0.6,0.6,0.6
2013,2008,0.56,0.46,0.6,0.6,0.6,0.6
2014,2008,0.5,0.78,0.6,0.6,0.6,0.6
2015,2008,0.5,0.6,0.6,0.6,0.6,0.6
2016,2008,0.4,0.6,0.6,0.6,0.6,0.6
2017,2008,0.5,0.4,0.6,0.6,0.6,0.6
2018,2008,0.4,0.3,1.3,0.6,0.6,0.6
2019,2008,0.6,1.05,0.6,0.6,0.6,0.6
2020,2008,0.65,0.65,0.6,0.6,0.6,0.6
2021,2008,0.5,0.6,0.6,0.6,0.6,0.6
2022,2008,0.4,0.7,0.6,0.6,0.6,0.6
2023,2008,0.45,0.65,0.6,0.6,0.6,0.6
2024,2008,0.69,0.72,0.6,0.6,0.6,0.6
2025,2008,0.62,0.77,0.6,0.6,0.6,0.6
2026,2008,0.5,0.85,0.6,0.6,0.6,0.6
2027,2008,0.4,0.6,1.3,0.6,0.6,0.6
2028,2008,0.4,0.3,0.6,0.6,0.6,0.6
2029,2008,0.55,0.65,0.6,0.6,0.6,0.6
2030,2008,0.65,0.81,0.6,0.6,0.6,0.6
2031,2008,0.4,0.65,0.6,0.6,0.6,0.6
2032,2008,0.6,0.75,0.6,0.6,0.6,0.6
2033,2008,0.4,0.6,0.6,0.6,0.6,0.6
2034,2008,0.55,0.6,0.6,0.6,0.6,0.6
2035,2008,0.633,0.633,0.633,0.6,0.6,0.6
2036,2008,0.6,0.65,0.6,0.6,0.6,0.6
2037,2008,0.953,0.47,0.6,1.3,0.6,0.6
2038,2008,0.4,0.65,0.6,0.6,0.6,0.6
2039,2008,0.4,0.8,0.6,0.6,0.6,0.6
2040,2008,0.4,0.8,0.6,0.6,0.6,0.6
2041,2008,0.6,0.7,0.6,0.6,0.6,0.6
2042,2008,0.4,0.65,0.6,0.6,0.6,0.6
2043,2008,0.4,0.9,0.6,0.6,0.6,0.6
2044,2008,0.48,0.65,0.6,0.6,0.6,0.6
2045,2008,0.4,0.5,0.6,0.6,0.6,0.6
2046,2008,0.5,0.65,0.6,0.6,0.6,0.6
2047,2008,0.4,0.3,0.6,0.6,0.6,0.6
2048,2008,0.7,0.9,0.6,0.6,0.6,0.6
2049,2008,0.6,0.8,0.6,0.6,0.6,0.6
2050,2008,0.85,0.9,0.6,0.6,0.6,0.6
2051,2008,0.4,0.66,0.6,0.6,0.6,0.6
2052,2008,0.6,0.55,0.6,0.6,0.6,0.6
2053,2008,0.6,1.05,0.6,0.6,0.6,0.6
2054,2008,0.65,0.89,0.6,0.6,0.6,0.6
2055,2008,0.55,0.8,0.6,1.3,0.6,0.6
2056,2008,0.57,0.31,0.6,0.6,0.6,0.6
2057,2008,0.57,0.75,1.3,0.6,0.6,0.6
2058,2008,0.5,0.4,0.6,0.6,0.6,0.6
2059,2008,0.55,0.65,0.6,0.6,0.6,0.6
2060,2008,0.71,0.86,0.6,0.6,0.6,0.6
2061,2008,0.75,0.6,0.6,0.6,0.6,0.6
2062,2008,0.4,0.6,0.6,0.6,0.6,0.6
2063,2008,0.4,0.5,0.6,0.6,0.6,0.6
2064,2008,0.4,0.3,0.6,0.6,0.6,0.6
2065,2008,0.5,0.7,1.3,0.6,0.6,0.6
2066,2008,0.47,0.6,0.6,0.6,0.6,0.6
2067,2008,0.5,0.7,0.6,0.6,0.6,0.6
2068,2008,0.65,0.8,0.6,0.6,0.6,0.6
2069,2008,0.6,0.912,0.6,0.6,0.6,0.6
2070,2008,0.7,0.75,0.6,0.6,0.6,0.6
2071,2008,0.62,0.7,0.6,0.6,0.6,0.6
2072,2008,0.4,0.9,0.6,0.6,0.6,0.6
2073,2008,0.47,0.75,0.6,0.6,0.6,0.6
2074,2008,0.6,0.5,0.6,0.6,0.6,0.6
2075,2008,0.6,0.9,0.6,0.6,0.6,0.6
2076,2008,0.5,0.75,0.6,0.6,0.6,0.6
2077,2008,0.4,0.6,0.6,1.3,0.6,0.6
2078,2008,0.477,0.902,0.6,0.6,0.6,0.6
2079,2008,0.4,0.6,0.6,0.6,0.6,0.6
2080,2008,0.4,0.65,0.6,0.6,0.6,0.6
2081,2008,0.8,0.95,0.6,0.6,0.6,0.6
2082,2008,0.5,0.4,0.6,0.6,0.6,0.6
2083,2008,0.4,0.3,1.3,0.6,0.6,0.6
2084,2008,0.4,0.3,0.6,0.6,0.6,0.6
2085,2008,0.4,0.9,0.6,0.6,0.6,0.6
2086,2008,0.6,0.7,0.6,1.3,0.6,0.6
2901,2008,0.46,0.56,0.6,0.6,0.6,0.6
3001,2008,0.6,0.4,0.6,0.6,0.6,0.6
3002,2008,0.75,0.86,0.6,0.6,0.6,0.6
3003,2008,0.75,0.3,0.6,0.6,0.6,0.6
3004,2008,0.75,0.3,0.6,0.6,0.6,0.6
3005,2008,0.84,0.65,0.6,0.6,0.6,0.6
3006,2008,0.55,0.6,0.6,0.6,0.6,0.6
3007,2008,0.7,0.5,0.6,0.6,0.6,0.6
3008,2008,0.7,0.6,0.6,0.6,0.6,0.6
3009,2008,1.02,0.7,0.6,0.6,0.6,0.6
3010,2008,0.6,0.4,0.6,0.6,0.6,0.6
3011,2008,0.9,0.3,0.75,0.75,0.75,0.75
3012,2008,0.95,0.8,0.6,0.6,0.6,0.6
3013,2008,0.7,0.65,0.6,0.6,0.6,0.6
3014,2008,0.754,0.754,0.754,0.754,0.754,0.754
3015,2008,0.79,0.75,0.6,0.6,0.6,0.6
3016,2008,0.7,0.65,0.6,0.6,0.6,0.6
3017,2008,0.83,0.4,0.8,0.8,0.8,0.8
3018,2008,0.75,0.3,0.75,0.75,0.75,0.75
3019,2008,1.09,0.6,0.6,0.6,0.6,0.6
3020,2008,0.7,0.7,0.6,0.6,0.6,0.6
3021,2008,0.8,0.75,0.6,0.6,0.6,0.6
3022,2008,0.63,0.63,0.6,0.6,0.6,0.6
3023,2008,0.75,0.65,0.6,0.6,0.6,0.6
3024,2008,0.75,0.6,0.6,0.6,0.6,0.6
3025,2008,0.5,0.52,0.6,0.6,0.6,0.6
3026,2008,0.65,0.9,1.3,1.3,1.3,1.3
3027,2008,0.5,0.8,1.3,1.3,1.3,1.3
3028,2008,0.65,0.4,1,1,1,1
3029,2008,0.6,0.3,0.6,0.6,0.6,0.6
3030,2008,0.65,0.55,1.3,1.3,1.3,1.3
3031,2008,0.75,0.6,0.6,0.6,0.6,0.6
3032,2008,0.63,0.63,0.6,0.6,0.6,0.6
3033,2008,0.6,0.8,0.6,0.6,0.6,0.6
3034,2008,0.6,0.65,0.6,0.6,0.6,0.6
3035,2008,0.68,0.85,0.68,0.68,0.68,0.68
3036,2008,0.85,0.65,0.6,0.6,0.6,0.6
3037,2008,0.55,0.65,1.3,1.3,1.3,1.3
3038,2008,0.4,0.4,0.6,0.6,0.6,0.6
3039,2008,0.85,0.55,1.3,1.3,1.3,1.3
3040,2008,0.65,0.6,0.6,0.6,0.6,0.6
3041,2008,0.65,0.7,1.3,1.3,1.3,1.3
3042,2008,1,0.3,0.6,0.6,0.6,0.6
3043,2008,1.1,0.85,0.6,0.6,0.6,0.6
3044,2008,0.68,0.7,0.75,0.75,0.75,0.75
3045,2008,0.6,0.6,0.6,0.6,0.6,0.6
3046,2008,0.7,0.55,0.6,0.6,0.6,0.6
3047,2008,0.8,0.3,0.6,0.6,0.6,0.6
3048,2008,0.9,0.7,0.6,0.6,0.6,0.6
3049,2008,0.82,0.65,0.6,0.6,0.6,0.6
