municipio_id,year,urbana,rustica,bice_grupo_a,bice_grupo_b,bice_grupo_c,bice_grupo_d
18174,2011,0.42,0.65,0,0,0,0
18175,2011,0.74,0.9,0.6,0.6,0.6,0.6
18176,2011,0.4,0.75,0,0,0,0
18177,2011,0.75,0.65,0,0,0,0
18178,2011,0.5,0.8,0,0,0,0
18179,2011,0.5,0.6,0,0,0,0
18180,2011,0.7,0.5,1.3,1.3,1.3,1.3
18181,2011,0.4,0.3,0,0,0,0
18182,2011,1,0.6,0,0,0,0
18183,2011,0.7,0.5,0,0,0,0
18184,2011,0.51,0.52,1.3,1.3,1.3,1.3
18185,2011,0.4,0.3,0,0,0,0
18187,2011,0.6,0.7,0,0,0,0
18188,2011,0.46,0.71,1.3,1.3,1.3,1.3
18189,2011,0.4,0.9,0,0,0,0
18192,2011,0.55,0.65,0,0,0,0
18193,2011,0.52,0.6,0.6,0.6,0.6,0.6
18194,2011,0.5,0.5,1.3,1.3,1.3,1.3
18901,2011,0.5,0.5,0,0,0,0
18902,2011,0.5,0.7,1.3,1.3,1.3,1.3
18903,2011,0.4,0.8,0,0,0,0
18904,2011,0.5,0.6,0,0,0,0
18905,2011,0.55,0.9,1.3,1.3,1.3,1.3
18906,2011,0.59,0.6,0,0,0,0
18907,2011,0.47,0.4,1.3,1.3,1.3,1.3
18908,2011,0.4,0.6,0,0,0,0
18909,2011,0.4,0.45,0,0,0,0
18910,2011,0.4,0.6,1.3,1.3,1.3,1.3
18911,2011,0.6,0.65,0,0,0,0
18912,2011,0.6,0.61,1.3,1.3,1.3,1.3
18913,2011,0.6,0.6,0,0,0,0
19001,2011,0.4,0.3,0,0,0,0
19002,2011,0.7,0.65,0,0,0,0
19003,2011,0.56,0.6,0,0,0,0
19004,2011,0.56,0.6,0,0,0,0
19005,2011,0.58,0.6,0.6,0.6,0.6,0.6
19006,2011,0.43,0.5,0,0,0,0
19007,2011,0.7,0.6,0.6,0.6,0.6,0.6
19008,2011,0.4,0.3,0,0,0,0
19009,2011,0.56,0.6,1.3,1.3,1.3,1.3
19010,2011,0.56,0.3,0,0,0,0
19011,2011,0.56,0.3,0,0,0,0
19013,2011,0.56,0.6,0,0,0,0
19015,2011,0.56,0.47,0,0,0,0
19016,2011,0.56,0.4,0,0,0,0
19017,2011,0.56,0.3,0,0,0,0
19018,2011,0.56,0.6,0,0,0,0
19019,2011,0.56,0.63,0,0,0,0
19020,2011,0.56,0.3,0,0,0,0
19021,2011,0.65,0.8,0,0,0,0
19022,2011,0.47,0.6,1.3,1.3,1.3,1.3
19023,2011,0.8,0.9,0,0,0,0
19024,2011,0.6,0.4,1.2,1.2,1.2,1.2
19027,2011,0.56,0.6,0,0,0,0
19031,2011,0.5,0.8,0,0,0,0
19032,2011,0.56,0.3,0,0,0,0
19033,2011,0.56,0.6,1.3,1.3,1.3,1.3
19034,2011,0.52,0.59,0,0,0,0
19036,2011,0.76,0.45,0,0,0,0
19037,2011,0.6,0.65,0,0,0,0
19038,2011,0.4,0.3,0,0,0,0
19039,2011,0.56,0.3,1.3,1.3,1.3,1.3
19040,2011,0.5,0.36,0,0,0,0
19041,2011,0.56,0.6,0,0,0,0
19042,2011,0.56,0.3,0,0,0,0
19043,2011,0.56,0.47,0,0,0,0
19044,2011,0.7,0.45,0,0,0,0
19045,2011,0.8,0.85,1.3,1.3,1.3,1.3
19046,2011,0.6,0.75,0.6,0.6,0.6,0.6
19047,2011,0.56,0.6,0,0,0,0
19048,2011,0.4,0.3,0,0,0,0
19049,2011,0.7,0.5,0.8,0.8,0.8,0.8
19050,2011,0.75,0.75,0,0,0,0
19051,2011,0.58,0.63,0,0,0,0
19052,2011,0.7,0.6,0,0,0,0
19053,2011,0.58,0.7,0,0,0,0
19054,2011,0.6,0.4,1,1,1,1
19055,2011,0.56,0.3,0,0,0,0
19057,2011,0.6,0.6,0,0,0,0
19058,2011,0.43,0.63,1.2,1.2,1.2,1.2
19059,2011,0.8,0.8,1.3,1.3,1.3,1.3
19060,2011,0.56,0.6,1.3,1.3,1.3,1.3
19061,2011,0.4,0.3,1.3,1.3,1.3,1.3
19064,2011,0.56,0.36,0,0,0,0
19065,2011,0.4,0.3,1.3,1.3,1.3,1.3
19066,2011,0.71,0.6,1.3,1.3,1.3,1.3
19067,2011,0.56,0.66,0,0,0,0
19070,2011,0.4,0.6,0,0,0,0
19071,2011,0.62,0.3,0,0,0,0
19073,2011,0.67,0.5,0.75,0.75,0.75,0.75
19074,2011,0.56,0.47,0,0,0,0
19075,2011,0.7,0.45,0,0,0,0
19076,2011,0.4,0.3,1.3,1.3,1.3,1.3
19078,2011,0.56,0.3,0,0,0,0
19079,2011,0.56,0.6,1.3,1.3,1.3,1.3
19080,2011,0.8,0.6,0,0,0,0
19081,2011,0.7,0.65,1.1,1.1,1.1,1.1
19082,2011,0.7,0.3,0,0,0,0
19086,2011,0.6,0.6,0,0,0,0
19087,2011,0.4,0.3,0,0,0,0
19088,2011,0.4,0.6,0,0,0,0
19089,2011,0.56,0.3,0,0,0,0
19090,2011,0.42,0.6,0.6,0.6,0.6,0.6
19091,2011,0.65,0.6,0,0,0,0
19092,2011,0.69,0.53,1.3,1.3,1.3,1.3
19095,2011,0.4,0.6,0,0,0,0
19096,2011,0.4,0.6,0,0,0,0
19097,2011,0.56,0.3,1.3,1.3,1.3,1.3
19098,2011,0.4,0.3,0,0,0,0
19099,2011,0.42,0.6,0.6,0.6,0.6,0.6
19102,2011,0.65,0.6,0,0,0,0
19103,2011,0.56,0.6,0,0,0,0
19104,2011,0.7,0.75,1.3,1.3,1.3,1.3
19105,2011,0.55,0.65,0.65,0.65,0.65,0.65
19106,2011,1,0.9,1.3,1.3,1.3,1.3
19107,2011,0.8,0.7,0.6,0.6,0.6,0.6
19108,2011,0.65,0.3,1.3,1.3,1.3,1.3
19109,2011,0.56,0.63,0,0,0,0
19110,2011,0.75,0.55,0,0,0,0
19111,2011,0.56,0.3,0,0,0,0
19112,2011,0.56,0.3,0,0,0,0
19113,2011,0.72,0.65,1.1,1.1,1.1,1.1
19114,2011,0.6,0.6,0,0,0,0
19115,2011,0.56,0.6,0,0,0,0
19116,2011,0.4,0.3,0,0,0,0
19117,2011,0.7,0.75,0.6,0.6,0.6,0.6
19118,2011,0.4,0.4,0,0,0,0
19119,2011,0.85,0.65,1.1,1.1,1.1,1.1
19120,2011,0.56,0.6,0,0,0,0
19121,2011,0.56,0.6,0,0,0,0
19122,2011,0.56,0.8,0,0,0,0
19123,2011,0.56,0.4,0,0,0,0
19124,2011,0.42,0.3,0,0,0,0
19125,2011,0.5,0.5,0,0,0,0
19126,2011,0.45,0.7,0.6,0.6,0.6,0.6
19127,2011,0.4,0.3,1.3,1.3,1.3,1.3
19129,2011,0.4,0.3,0,0,0,0
19130,2011,0.53,0.53,1.3,1.3,1.3,1.3
19132,2011,0.4,0.56,0,0,0,0
19133,2011,0.56,0.85,0,0,0,0
19134,2011,0.5,0.54,0,0,0,0
19135,2011,0.4,0.3,1.3,1.3,1.3,1.3
19136,2011,0.56,0.6,0,0,0,0
19138,2011,0.85,0.8,1,1,1,1
19139,2011,0.4,0.4,1.3,1.3,1.3,1.3
19142,2011,0.56,0.6,0,0,0,0
19143,2011,0.7,0.5,0,0,0,0
19145,2011,0.42,0.3,0,0,0,0
19146,2011,0.6,0.5,0,0,0,0
19147,2011,0.56,0.6,0,0,0,0
19148,2011,0.65,0.45,0,0,0,0
19150,2011,0.56,0.8,0,0,0,0
19151,2011,0.65,0.43,0,0,0,0
19152,2011,0.54,0.65,0,0,0,0
19153,2011,0.56,0.3,0,0,0,0
19154,2011,0.56,0.6,0,0,0,0
19155,2011,0.56,0.3,0,0,0,0
19156,2011,0.66,0.35,0,0,0,0
19157,2011,0.56,0.45,0,0,0,0
19159,2011,0.56,0.3,1.3,1.3,1.3,1.3
19160,2011,0.56,0.6,0,0,0,0
19161,2011,0.56,0.6,0,0,0,0
19162,2011,0.56,0.3,0,0,0,0
19163,2011,0.56,0.3,0,0,0,0
19165,2011,0.56,0.6,0,0,0,0
19166,2011,0.56,0.6,0,0,0,0
19167,2011,0.56,0.6,0,0,0,0
19168,2011,0.56,0.45,1.3,1.3,1.3,1.3
19169,2011,0.7,0.7,1.3,1.3,1.3,1.3
19170,2011,0.4,0.3,1.3,1.3,1.3,1.3
19171,2011,0.466,0.533,1.3,1.3,1.3,1.3
19172,2011,0.8,0.6,0,0,0,0
19173,2011,0.58,0.3,0,0,0,0
19174,2011,0.56,0.3,0,0,0,0
19175,2011,0.4,0.3,1.3,1.3,1.3,1.3
19176,2011,0.56,0.6,0,0,0,0
19177,2011,0.42,0.3,0,0,0,0
19178,2011,0.4,0.3,0,0,0,0
19179,2011,0.7,0.6,0,0,0,0
19181,2011,0.56,0.3,0,0,0,0
19182,2011,0.7,0.6,0,0,0,0
19183,2011,0.56,0.8,0,0,0,0
19184,2011,0.65,0.55,0,0,0,0
19185,2011,0.4,0.6,0,0,0,0
19186,2011,0.56,0.3,0,0,0,0
19187,2011,0.58,0.45,0,0,0,0
19188,2011,0.4,0.6,0,0,0,0
19189,2011,0.56,0.75,0,0,0,0
19190,2011,0.6,0.6,0,0,0,0
19191,2011,0.8,0.8,0,0,0,0
19192,2011,0.6,0.4,0,0,0,0
19193,2011,0.4,0.65,1,1,1,1
19194,2011,0.6,0.4,1.3,1.3,1.3,1.3
19195,2011,0.4,0.4,0,0,0,0
19196,2011,0.56,0.3,1.3,1.3,1.3,1.3
19197,2011,0.6,0.56,0,0,0,0
19198,2011,0.61,0.3,0,0,0,0
19199,2011,0.4,0.3,0,0,0,0
19200,2011,0.4,0.6,0,0,0,0
19201,2011,0.85,0.3,0,0,0,0
19202,2011,0.56,0.3,0,0,0,0
19203,2011,0.56,0.3,0,0,0,0
19204,2011,0.56,0.56,0.75,0.75,0.75,0.75
19208,2011,0.5,0.8,0,0,0,0
19209,2011,0.56,0.8,0,0,0,0
19210,2011,0.4,0.3,0,0,0,0
19211,2011,0.56,0.3,1.3,1.3,1.3,1.3
19212,2011,0.56,0.6,1.3,1.3,1.3,1.3
19213,2011,0.56,0.66,0,0,0,0
19214,2011,0.4,0.3,0,0,0,0
19215,2011,0.56,0.6,0,0,0,0
19216,2011,0.56,0.75,0,0,0,0
19217,2011,0.4,0.3,0,0,0,0
19218,2011,0.56,0.3,0,0,0,0
19219,2011,0.56,0.6,0,0,0,0
19220,2011,0.56,0.56,0,0,0,0
19221,2011,0.56,0.6,0,0,0,0
19222,2011,0.4,0.55,0,0,0,0
19223,2011,0.4,0.3,0.6,0.6,0.6,0.6
19224,2011,0.56,0.42,0,0,0,0
19225,2011,0.56,0.3,0,0,0,0
19226,2011,0.4,0.3,0,0,0,0
19227,2011,0.4,0.6,0,0,0,0
19228,2011,0.7,0.6,0,0,0,0
19229,2011,0.56,0.6,0,0,0,0
19230,2011,0.56,0.6,0,0,0,0
19231,2011,0.5,0.4,0,0,0,0
19232,2011,0.61,0.36,0,0,0,0
19233,2011,0.7,0.9,0,0,0,0
19234,2011,0.4,0.6,0,0,0,0
19235,2011,0.4,0.3,0,0,0,0
19237,2011,0.4,0.6,0,0,0,0
19238,2011,0.4,0.8,0,0,0,0
19239,2011,0.4,0.3,0,0,0,0
19240,2011,0.4,0.3,0,0,0,0
19241,2011,0.56,0.3,0,0,0,0
19242,2011,0.56,0.5,0,0,0,0
19243,2011,0.4,0.6,0,0,0,0
19244,2011,0.65,0.45,0,0,0,0
19245,2011,0.71,0.81,1.3,1.3,1.3,1.3
19246,2011,0.4,0.3,0,0,0,0
19247,2011,0.75,0.75,0,0,0,0
19248,2011,0.56,0.6,0,0,0,0
19249,2011,0.56,0.6,0.6,0.6,0.6,0.6
19250,2011,0.56,0.6,0,0,0,0
19251,2011,0.61,0.3,0,0,0,0
19252,2011,0.5,0.65,1,1,1,1
19254,2011,0.4,0.3,0.75,0.75,0.75,0.75
19255,2011,0.56,0.6,1.3,1.3,1.3,1.3
19256,2011,0.56,0.3,0,0,0,0
19257,2011,0.56,0.3,1.2,1.2,1.2,1.2
19258,2011,0.4,0.3,0,0,0,0
19259,2011,0.5,0.4,1.3,1.3,1.3,1.3
19260,2011,0.56,0.37,0,0,0,0
19261,2011,0.56,0.3,0,0,0,0
19262,2011,0.56,0.6,1.3,1.3,1.3,1.3
19263,2011,0.85,0.6,0,0,0,0
19264,2011,0.4,0.3,0,0,0,0
19265,2011,0.56,0.8,0,0,0,0
19266,2011,0.85,0.8,0,0,0,0
19267,2011,0.56,0.6,0,0,0,0
19268,2011,0.4,0.3,0,0,0,0
19269,2011,0.4,0.3,1.3,1.3,1.3,1.3
19270,2011,0.56,0.3,0,0,0,0
19271,2011,0.56,0.6,0,0,0,0
19272,2011,0.56,0.6,0,0,0,0
19274,2011,0.56,0.4,0,0,0,0
19277,2011,0.4,0.36,0,0,0,0
19278,2011,0.56,0.45,0,0,0,0
19279,2011,0.7,0.65,0,0,0,0
19280,2011,0.56,0.3,0,0,0,0
19281,2011,0.56,0.3,0,0,0,0
19282,2011,0.42,0.3,1.3,1.3,1.3,1.3
19283,2011,0.4,0.3,0,0,0,0
19284,2011,0.53,0.63,0,0,0,0
19285,2011,0.56,0.8,0,0,0,0
19286,2011,0.5,0.65,0.6,0.6,0.6,0.6
19287,2011,0.56,0.63,0,0,0,0
19288,2011,0.56,0.6,0,0,0,0
19289,2011,0.4,0.3,0,0,0,0
19290,2011,0.67,0.6,0,0,0,0
19291,2011,0.4,0.6,1.1,1.1,1.1,1.1
19293,2011,0.5,0.6,0.6,0.6,0.6,0.6
19294,2011,0.4,0.6,0,0,0,0
19296,2011,0.56,0.3,0,0,0,0
19297,2011,0.4,0.3,0,0,0,0
19298,2011,0.56,0.3,0,0,0,0
19299,2011,0.56,0.6,0,0,0,0
19300,2011,0.53,0.7,1.2,1.2,1.2,1.2
19301,2011,0.56,0.4,0,0,0,0
19302,2011,1,0.8,1.3,1.3,1.3,1.3
19303,2011,0.4,0.3,0,0,0,0
19304,2011,0.56,0.6,0,0,0,0
19305,2011,0.65,0.6,0,0,0,0
19306,2011,0.56,0.6,0,0,0,0
19307,2011,0.6,0.6,0,0,0,0
19308,2011,0.56,0.6,0,0,0,0
19309,2011,0.4,0.3,0,0,0,0
19310,2011,0.4,0.3,0,0,0,0
19311,2011,0.6,0.6,0,0,0,0
19314,2011,0.56,0.6,0,0,0,0
19317,2011,0.4,0.3,0,0,0,0
19318,2011,0.58,0.45,0,0,0,0
19319,2011,0.5,0.7,1.3,1.3,1.3,1.3
19321,2011,0.6,0.4,1.3,1.3,1.3,1.3
19322,2011,0.4,0.45,0,0,0,0
19323,2011,0.42,0.6,0,0,0,0
19324,2011,0.4,0.3,0,0,0,0
19325,2011,0.56,0.6,0,0,0,0
19326,2011,0.6,0.5,0,0,0,0
19327,2011,0.56,0.6,0,0,0,0
19329,2011,0.56,0.3,0,0,0,0
19330,2011,0.75,0.6,0.4,0.4,0.4,0.4
19331,2011,0.7,0.84,0,0,0,0
19332,2011,0.65,0.6,1.3,1.3,1.3,1.3
19333,2011,0.6,0.3,0,0,0,0
19334,2011,0.6,0.4,0.6,0.6,0.6,0.6
19335,2011,0.42,0.6,0,0,0,0
19901,2011,0.6,0.4,1.3,1.3,1.3,1.3
21001,2011,0.4,0.65,0,0,0,0
21002,2011,0.84,0.84,0.84,0.84,0.84,0.84
21003,2011,0.65,0.9,1.3,1.3,1.3,1.3
21004,2011,0.75,0.75,1.3,1.3,1.3,1.3
21005,2011,0.7,0.75,0.6,0.6,0.6,0.6
21006,2011,0.48,0.65,0.6,0.6,0.6,0.6
21007,2011,0.81,0.9,0.93,0.93,0.93,0.93
21008,2011,0.721,0.824,0,0,0,0
21009,2011,0.5,0.65,0.5,0.5,0.5,0.5
21010,2011,0.7,0.65,0.6,0.6,0.6,0.6
21011,2011,0.67,0.66,0.67,0.67,0.67,0.67
21012,2011,0.4,0.6,0,0,0,0
21013,2011,0.75,0.96,0.6,0.6,0.6,0.6
21014,2011,1,0.76,1,1,1,1
21015,2011,0.62,0.65,0,0,0,0
21016,2011,0.6,0.8,0,0,0,0
21017,2011,0.6,0.9,0,0,0,0
21018,2011,0.6,0.86,0,0,0,0
21019,2011,0.6,0.65,0,0,0,0
21020,2011,0.5,0.3,0,0,0,0
21021,2011,0.9,0.9,0.6,0.6,0.6,0.6
21022,2011,0.6,0.8,1.3,1.3,1.3,1.3
21023,2011,0.51,0.82,0,0,0,0
21024,2011,0.5,0.8,1.2,1.2,1.2,1.2
21025,2011,0.75,0.75,0.6,0.6,0.6,0.6
21026,2011,0.4,0.3,0,0,0,0
21027,2011,0.6,0.8,0,0,0,0
21028,2011,0.65,0.75,0,0,0,0
21029,2011,0.64,0.86,0.64,0.64,0.64,0.64
21030,2011,0.85,1,0.8,0.8,0.8,0.8
21031,2011,0.4,0.75,0,0,0,0
21032,2011,0.6,0.7,0.6,0.6,0.6,0.6
21033,2011,0.45,0.6,0.6,0.6,0.6,0.6
21034,2011,0.7008,0.8688,0.6004,0.6004,0.6004,0.6004
21035,2011,0.75,0.8,1.3,1.3,1.3,1.3
21036,2011,0.445,0.64,0,0,0,0
21037,2011,0.45,0.35,1.3,1.3,1.3,1.3
21038,2011,0.6,0.45,0.6,0.6,0.6,0.6
21039,2011,0.5,0.6,0.6,0.6,0.6,0.6
21040,2011,0.7,0.8,1.3,1.3,1.3,1.3
21041,2011,1.062,0.89,0,0,0,0
21042,2011,0.82,0.74,0.8,0.8,0.8,0.8
21043,2011,0.5,0.8,0.7,0.7,0.7,0.7
21044,2011,0.8,0.8,0.8,0.8,0.8,0.8
21045,2011,0.4,0.6,0.6,0.6,0.6,0.6
21046,2011,0.67,0.8,0.6,0.6,0.6,0.6
21047,2011,0.73,0.73,0,0,0,0
21048,2011,0.5,0.6,0.6,0.6,0.6,0.6
21049,2011,0.95,0.8,1.3,1.3,1.3,1.3
21050,2011,0.8,0.8,0.8,0.8,0.8,0.8
21051,2011,0.6,0.8,0,0,0,0
21052,2011,0.85,0.9,0,0,0,0
21053,2011,0.65,0.8,0.6,0.6,0.6,0.6
21054,2011,0.79,0.79,1.3,1.3,1.3,1.3
21055,2011,0.74,0.5,0.74,0.74,0.74,0.74
21056,2011,0.62,0.9,1,1,1,1
21057,2011,0.6,0.6,1.3,1.3,1.3,1.3
21058,2011,0.6,0.8,1.1,1.1,1.1,1.1
21059,2011,0.5,0.7,1.3,1.3,1.3,1.3
21060,2011,0.85,0.75,0.75,0.75,0.75,0.75
21061,2011,0.75,0.75,0,0,0,0
21062,2011,0.4,0.8,0,0,0,0
21063,2011,0.65,0.9,1.3,1.3,1.3,1.3
21064,2011,0.72,0.8,0.8,0.8,0.8,0.8
21065,2011,0.6,0.8,0.6,0.6,0.6,0.6
21066,2011,0.55,0.9,0.6,0.6,0.6,0.6
21067,2011,0.6,0.5,0,0,0,0
21068,2011,0.54,0.36,0.6,0.6,0.6,0.6
21069,2011,0.6,0.8,1.3,1.3,1.3,1.3
21070,2011,0.73,0.9,0,0,0,0
21071,2011,0.45,0.35,0,0,0,0
21072,2011,0.7,0.7,0.7,0.7,0.7,0.7
21073,2011,0.45,0.6,0.6,0.6,0.6,0.6
21074,2011,0.62,0.65,0,0,0,0
21075,2011,0.6,0.7,0.6,0.6,0.6,0.6
21076,2011,0.55,0.8,0.6,0.6,0.6,0.6
21077,2011,0.73,0.8,0.6,0.6,0.6,0.6
21078,2011,0.88,0.9,0.88,0.88,0.88,0.88
21079,2011,0.4,0.75,0,0,0,0
22001,2011,0.6,0.8,0.6,0.6,0.6,0.6
22002,2011,0.85,0.62,1.3,1.3,1.3,1.3
22003,2011,0.7,0.9,0.6,0.6,0.6,0.6
22004,2011,0.98,0.67,1.3,1.3,1.3,1.3
22006,2011,0.85,0.3,0.6,0.6,0.6,0.6
22007,2011,0.6,0.65,1.3,1.3,1.3,1.3
22008,2011,0.5,0.65,0.6,0.6,0.6,0.6
22009,2011,0.5,0.8,1.3,1.3,1.3,1.3
22011,2011,0.4,0.49,0.6,0.6,0.6,0.6
22012,2011,0.85,0.86,0.6,0.6,0.6,0.6
22013,2011,0.5,0.75,0.6,0.6,0.6,0.6
22014,2011,0.85,0.65,1.3,1.3,1.3,1.3
22015,2011,0.4,0.3,1.3,1.3,1.3,1.3
22016,2011,0.7,0.8,0.6,0.6,0.6,0.6
22017,2011,0.6,0.65,1.3,1.3,1.3,1.3
22018,2011,0.664,0.684,0.6,0.6,0.6,0.6
22019,2011,0.65,0.65,0.65,0.65,0.65,0.65
22020,2011,0.9,0.8,0.6,0.6,0.6,0.6
22021,2011,0.659,0.7,1.3,1.3,1.3,1.3
22022,2011,0.615,0.955,1.3,1.3,1.3,1.3
22023,2011,0.73,0.73,0.6,0.6,0.6,0.6
22024,2011,0.65,0.8,0.6,0.6,0.6,0.6
22025,2011,0.634,0.847,0.634,0.634,0.634,0.634
22027,2011,0.55,0.5,0.6,0.6,0.6,0.6
22028,2011,0.7,0.6,0.6,0.6,0.6,0.6
22029,2011,0.7,0.9,0.6,0.6,0.6,0.6
22032,2011,0.75,0.6,0.75,0.75,0.75,0.75
22035,2011,0.5,0.6,1.3,1.3,1.3,1.3
22036,2011,0.4,0.55,1.3,1.3,1.3,1.3
22037,2011,0.6,0.7,1.3,1.3,1.3,1.3
22039,2011,0.9,0.62,0.6,0.6,0.6,0.6
22040,2011,0.95,0.85,1.3,1.3,1.3,1.3
22041,2011,0.7,0.55,0.6,0.6,0.6,0.6
22042,2011,0.7,0.4,0.6,0.6,0.6,0.6
22043,2011,0.3,0.3,0.6,0.6,0.6,0.6
22044,2011,0.7,0.7,1.3,1.3,1.3,1.3
22045,2011,0.4,0.3,0.6,0.6,0.6,0.6
22046,2011,0.68,0.58,1.3,1.3,1.3,1.3
22047,2011,0.4,0.6,0.6,0.6,1.3,1.3
22048,2011,0.807,0.797,1.3,1.3,1.3,1.3
22049,2011,0.4,0.43,0.6,0.6,0.6,0.6
22050,2011,0.6,0.7,0.6,0.6,0.6,0.6
22051,2011,0.5,0.58,1.3,1.3,1.3,1.3
22052,2011,0.45,0.47,0.6,0.6,0.6,0.6
22053,2011,0.78,0.88,0.65,0.65,0.65,0.65
22054,2011,0.7,0.45,1.3,1.3,1.3,1.3
22055,2011,0.6,0.85,1.3,1.3,1.3,1.3
22057,2011,0.6,0.9,1.3,1.3,1.3,1.3
22058,2011,0.6,0.65,0.6,0.6,0.6,0.6
22059,2011,0.66,0.45,1.3,1.3,1.3,1.3
22060,2011,0.6,0.724,1.3,1.3,1.3,1.3
22061,2011,0.92,0.55,0.92,0.92,0.92,0.92
22062,2011,0.45,0.4,1.3,1.3,1.3,1.3
22063,2011,0.9,0.6,1.3,1.3,1.3,1.3
22064,2011,0.55,0.95,0.6,0.6,0.6,0.6
22066,2011,0.75,0.65,0.6,0.6,0.6,0.6
22067,2011,0.6,0.6,1.3,1.3,1.3,1.3
22068,2011,0.6,0.3,0.6,0.6,0.6,0.6
22069,2011,0.58,0.62,0.6,0.6,0.6,0.6
22072,2011,0.735,0.735,1.3,1.3,1.3,1.3
22074,2011,0.65,0.3,0.6,0.6,0.6,0.6
22075,2011,0.55,0.5,0.6,0.6,0.6,0.6
22076,2011,0.6,0.65,0.6,0.6,0.6,0.6
22077,2011,0.45,0.3,0.6,0.6,0.6,0.6
22078,2011,0.75,0.5,1.3,1.3,1.3,1.3
22079,2011,0.55,0.65,0.6,0.6,0.6,0.6
22080,2011,0.5,0.8,0.6,0.6,0.6,0.6
22081,2011,0.6,0.65,0.6,0.6,0.6,0.6
22082,2011,0.719,0.612,0.6,0.6,0.6,0.6
22083,2011,0.5,0.66,0.6,0.6,0.6,0.6
22084,2011,0.8,0.8,1.3,1.3,1.3,1.3
22085,2011,0.45,0.55,0.6,0.6,1.3,1.3
22086,2011,0.62,0.6,1.3,1.3,1.3,1.3
22087,2011,0.6,0.8,0.6,0.6,0.6,0.6
22088,2011,0.72,0.57,0.6,0.6,0.6,0.6
22089,2011,0.5,0.3,1.3,1.3,1.3,1.3
22090,2011,0.4,0.65,1.3,1.3,1.3,1.3
22094,2011,0.5,0.61,1.3,1.3,1.3,1.3
22095,2011,0.4,0.55,1.3,1.3,1.3,1.3
22096,2011,0.4,0.6,0.6,0.6,0.6,0.6
22099,2011,0.62,1,0.6,0.6,0.6,0.6
22102,2011,0.4,0.65,1.3,0.6,0.6,0.6
22103,2011,0.56,0.66,1.3,1.3,1.3,1.3
22105,2011,0.8,0.8,1.3,1.3,1.3,1.3
22106,2011,0.5,0.6,0.6,0.6,0.6,0.6
22107,2011,0.85,0.65,0.6,0.6,0.6,0.6
22109,2011,0.94,0.62,1.3,1.3,1.3,1.3
22110,2011,0.616,0.66,0.6,0.6,0.6,0.6
22111,2011,0.4,0.6,0.6,0.6,0.6,0.6
22112,2011,0.92,0.8,1.3,1.3,1.3,1.3
22113,2011,0.65,0.8,1.3,1.3,1.3,1.3
22114,2011,0.5,0.65,0.6,0.6,0.6,0.6
22115,2011,0.49,0.6,1.3,1.3,1.3,1.3
22116,2011,0.76,0.85,1.3,1.3,1.3,1.3
22117,2011,0.7,0.8,1.3,1.3,1.3,1.3
22119,2011,0.65,0.65,1.3,1.3,1.3,1.3
22122,2011,0.4,0.45,1.3,1.3,1.3,1.3
22124,2011,0.5,0.75,0.6,0.6,0.6,0.6
22125,2011,0.9,0.65,0.9,0.9,0.9,0.9
22126,2011,0.5,0.5,0.6,0.6,0.6,0.6
22127,2011,0.7,0.35,1,1,1,1
22128,2011,0.4,0.6,0.6,0.6,0.6,0.6
22129,2011,0.4,0.3,0.6,0.6,0.6,0.6
22130,2011,0.76,0.45,1.3,1.3,1.3,1.3
22131,2011,0.75,0.6,0.75,0.75,0.75,0.75
22133,2011,0.55,0.6,0.6,0.6,0.6,0.6
22135,2011,0.75,0.85,0.6,0.6,0.6,0.6
22136,2011,0.83,0.86,0.6,0.6,0.6,0.6
22137,2011,0.81,0.78,0.6,0.6,0.6,0.6
22139,2011,0.4,0.65,0.6,0.6,0.6,0.6
22141,2011,0.6,0.8,0.6,0.6,0.6,0.6
22142,2011,0.8,0.8,0.6,0.6,0.6,0.6
22143,2011,0.7,0.6,0.6,0.6,0.6,0.6
22144,2011,0.6,0.8,1.3,1.3,1.3,1.3
22149,2011,0.4,0.65,0.6,0.6,0.6,0.6
22150,2011,0.6,0.4,1.3,1.3,1.3,1.3
22151,2011,0.5,0.7,0.6,0.6,0.6,0.6
22155,2011,0.7,0.7,0.6,0.6,0.6,0.6
22156,2011,0.55,0.5,1.3,1.3,1.3,1.3
22157,2011,0.6,0.6,1.3,1.3,1.3,1.3
22158,2011,1,0.7,1,1,1,1
22160,2011,0.85,0.62,1.3,1.3,1.3,1.3
22162,2011,0.6,0.7,1.3,1.3,1.3,1.3
22163,2011,0.69,0.32,1,1,1,1
22164,2011,0.4,0.65,0.6,0.6,0.6,0.6
22165,2011,0.35,0.5,0.6,0.6,0.6,0.6
22167,2011,0.52,0.62,0.6,0.6,0.6,0.6
22168,2011,0.6,0.65,1.3,1.3,1.3,1.3
22170,2011,0.545,0.45,1.3,1.3,1.3,1.3
22172,2011,0.49,0.62,0.6,0.6,0.6,0.6
22173,2011,0.6,0.65,1.3,1.3,1.3,1.3
22174,2011,0.9,0.68,1.3,1.3,1.3,1.3
22175,2011,0.5,0.65,0.6,0.6,0.6,0.6
22176,2011,0.55,0.33,0.6,0.6,0.6,0.6
22177,2011,0.4,0.8,0.6,0.6,0.6,0.6
22178,2011,0.78,0.73,0.6,0.6,0.6,0.6
22181,2011,0.55,0.64,0.6,0.6,0.6,0.6
22182,2011,0.6,0.65,1.3,1.3,1.3,1.3
22184,2011,0.9,0.9,1.3,1.3,1.3,1.3
